Corretora,Nº Nota,Data,Compra/Venda,Mercado,Ativo,Quantidade,Preço,Total,Taxa
Xp,73575071,2023-09-11 0:00:00,C,Vista,LGCP11,2,85.8,-171.6,0
Xp,73575071,2023-09-11 0:00:00,C,Vista,TEPP11,16,90.27,-1444.32,0
Xp,73575071,2023-09-11 0:00:00,C,Vista,TEPP11,1,90.26,-90.26,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,187.6,-187.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,134.6,134.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,169.6,-169.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-2,143.6,287.2,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-2,8.4,16.8,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,182.6,-182.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,164.6,-164.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,230.6,230.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,167.6,167.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,131.6,131.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,164.6,-164.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,12.4,12.4,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,2,177.6,-355.2,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,145.6,-145.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,176.6,176.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,125.6,125.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,179.6,-179.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,166.6,-166.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,152.6,-152.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,110.6,-110.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,154.6,154.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,248.6,248.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,7.4,-7.4,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,7.4,-7.4,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,14.4,-14.4,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,110.6,-110.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,0.6,-0.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,133.6,133.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,136.6,-136.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,149.6,149.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,131.6,131.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,2,148.6,-297.2,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,138.6,-138.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,132.6,132.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,250.6,250.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,13.4,13.4,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,152.6,152.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,162.6,162.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,2,177.6,-355.2,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,2,177.6,-355.2,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,172.6,172.6,0
Genial,644270,2023-09-11 0:00:00,C,Futuro,WINV23,1,14.4,-14.4,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,149.6,149.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,153.6,153.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,133.6,133.6,0
Genial,644270,2023-09-11 0:00:00,V,Futuro,WINV23,-1,11.4,11.4,0
Genial,658857,2023-09-12 0:00:00,C,Futuro,WINV23,1,32.4,-32.4,0
Genial,658857,2023-09-12 0:00:00,V,Futuro,WINV23,-1,170.4,170.4,0
Genial,658857,2023-09-12 0:00:00,C,Futuro,WINV23,1,26.4,-26.4,0
Genial,658857,2023-09-12 0:00:00,V,Futuro,WINV23,-1,23.6,23.6,0
Genial,658857,2023-09-12 0:00:00,C,Futuro,WINV23,1,2.4,-2.4,0
Genial,658857,2023-09-12 0:00:00,V,Futuro,WINV23,-1,30.4,30.4,0
Genial,658857,2023-09-12 0:00:00,C,Futuro,WINV23,1,172.4,-172.4,0
Genial,658857,2023-09-12 0:00:00,V,Futuro,WINV23,-1,2.6,2.6,0
Genial,658857,2023-09-12 0:00:00,V,Futuro,WINV23,-1,158.4,158.4,0
Genial,658857,2023-09-12 0:00:00,C,Futuro,WINV23,1,9.6,-9.6,0
Genial,658857,2023-09-12 0:00:00,V,Futuro,WINV23,-1,17.4,17.4,0
Genial,658857,2023-09-12 0:00:00,C,Futuro,WINV23,1,163.4,-163.4,0
Genial,673402,2023-09-13 0:00:00,V,Futuro,WINV23,-2,147.4,294.8,0
Genial,673402,2023-09-13 0:00:00,C,Futuro,WINV23,2,135.4,-270.8,0
Genial,673402,2023-09-13 0:00:00,C,Futuro,WINV23,1,164.4,-164.4,0
Genial,673402,2023-09-13 0:00:00,V,Futuro,WINV23,-2,37.4,74.8,0
Genial,673402,2023-09-13 0:00:00,V,Futuro,WINV23,-1,96.6,96.6,0
Genial,673402,2023-09-13 0:00:00,C,Futuro,WINV23,1,175.4,-175.4,0
Genial,673402,2023-09-13 0:00:00,V,Futuro,WINV23,-2,200.4,400.8,0
Genial,673402,2023-09-13 0:00:00,V,Futuro,WINV23,-1,98.6,98.6,0
Genial,673402,2023-09-13 0:00:00,C,Futuro,WINV23,2,209.4,-418.8,0
Genial,673402,2023-09-13 0:00:00,C,Futuro,WINV23,1,95.6,-95.6,0
Genial,673402,2023-09-13 0:00:00,C,Futuro,WINV23,1,98.6,-98.6,0
Genial,673402,2023-09-13 0:00:00,C,Futuro,WINV23,1,115.6,-115.6,0
Genial,673402,2023-09-13 0:00:00,V,Futuro,WINV23,-1,94.6,94.6,0
Xp,73783556,2023-09-14 0:00:00,C,Vista,KNSC11,1,90.36,-90.36,0
Xp,73783556,2023-09-14 0:00:00,C,Vista,KNSC11,3,90.36,-271.08,0
Xp,73783556,2023-09-14 0:00:00,C,Vista,KNSC11,2,90.36,-180.72,0
Xp,73783556,2023-09-14 0:00:00,C,Vista,KNSC11,2,90.36,-180.72,0
Xp,73783556,2023-09-14 0:00:00,C,Vista,KNSC11,30,90.36,-2710.8,0
Xp,73783556,2023-09-14 0:00:00,C,Vista,KNSC11,2,90.36,-180.72,0
Xp,73783556,2023-09-14 0:00:00,C,Vista,KNSC11,2,90.36,-180.72,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,LGCP11,-6,85.85,515.1,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,LGCP11,-8,85.82,686.56,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,LGCP11,-12,85.82,1029.84,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-8,89.94,719.52,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-3,89.94,269.82,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,TEPP11,-1,89.94,89.94,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,PVBI11,-1,106.83,106.83,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,PVBI11,-3,106.83,320.49,0
Xp,73783556,2023-09-14 0:00:00,V,Vista,PVBI11,-1,106.83,106.83,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-1,72.2,72.2,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,28.2,-56.4,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,40.8,81.6,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-1,72.2,72.2,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,4,65.2,-260.8,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,41.2,82.4,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,1.8,3.6,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,16.8,-33.6,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,84.2,168.4,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,21.8,43.6,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,28.2,56.4,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,1,25.8,-25.8,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,14.2,28.4,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,65.8,131.6,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,30.8,-61.6,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,3.2,6.4,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,19.2,38.4,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,6.8,-13.6,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,5.2,10.4,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,7.2,-14.4,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,22.2,-44.4,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,59.8,-119.6,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-2,79.2,158.4,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,83.2,-166.4,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,1,25.8,-25.8,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,21.8,-43.6,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,25.8,-51.6,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,1,6.8,-6.8,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,1,86.2,-86.2,0
Genial,687697,2023-09-14 0:00:00,V,Futuro,WINV23,-4,66.2,264.8,0
Genial,687697,2023-09-14 0:00:00,C,Futuro,WINV23,2,83.2,-166.4,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,2,169,-338,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-2,183,366,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-1,155,155,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-2,151,302,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,2,146,-292,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-1,174,174,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,1,158,-158,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-2,131,262,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-2,156,312,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,1,166,-166,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-1,173,173,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,2,125,-250,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,2,110,-220,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,2,154,-308,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,1,183,-183,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-2,172,344,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,1,155,-155,0
Genial,701371,2023-09-15 0:00:00,V,Futuro,WINV23,-2,193,386,0
Genial,701371,2023-09-15 0:00:00,C,Futuro,WINV23,1,165,-165,0
Genial,715136,2023-09-18 0:00:00,C,Futuro,WINV23,4,73.2,-292.8,0
Genial,715136,2023-09-18 0:00:00,V,Futuro,WINV23,-4,3.2,12.8,0
Genial,715136,2023-09-18 0:00:00,V,Futuro,WINV23,-1,209.2,209.2,0
Genial,715136,2023-09-18 0:00:00,C,Futuro,WINV23,1,204.2,-204.2,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,145.8,-145.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,116.2,-116.2,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,156.8,-156.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,2,79.2,-158.4,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-2,68.8,137.6,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,77.8,77.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,100.8,-100.8,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,92.2,92.2,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,104.8,104.8,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,149.8,149.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,2,64.8,-129.6,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,3,64.8,-194.4,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-2,114.2,228.4,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-5,118.8,594,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-5,84.8,424,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,160.8,160.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,2,119.2,-238.4,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,124.2,124.2,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,178.8,178.8,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,135.2,135.2,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,5,70.8,-354,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-5,74.8,374,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,2,89.2,-178.4,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,84.2,84.2,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,80.8,80.8,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,127.2,127.2,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,2,89.2,-178.4,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,68.8,68.8,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-2,68.8,137.6,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,118.2,-118.2,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,168.8,-168.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,127.8,-127.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,73.8,-73.8,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-2,88.2,176.4,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,103.2,103.2,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,1,137.8,-137.8,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,5,80.8,-404,0
Genial,743318,2023-09-20 0:00:00,C,Futuro,WINV23,5,108.8,-544,0
Genial,743318,2023-09-20 0:00:00,V,Futuro,WINV23,-1,141.8,141.8,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,42,42,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,101,101,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,33,-33,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,58,58,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,30,-30,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,1,1,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,59,59,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,139,139,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,45,-45,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,111,-111,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,5,31,-155,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,5,-5,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,89,-89,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,94,-94,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,13,-13,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,14,-14,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,31,31,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,45,45,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,115,115,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,13,-13,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,209,-209,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,14,14,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,178,178,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,148,-148,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,135,-135,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,247,-247,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,18,18,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,67,67,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,124,124,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,29,29,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,11,-11,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,114,-114,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,9,9,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,157,157,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,26,26,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,41,-41,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,10,10,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,57,-57,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,34,34,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,15,-15,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,27,-27,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,97,-97,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,131,-131,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,31,31,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,233,233,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,8,8,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,9,9,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,6,6,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,84,-84,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,41,-41,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,15,-15,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,94,94,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,10,-10,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,120,120,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,26,-26,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,63,-63,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,2,-2,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,9,-9,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-5,29,145,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,6,6,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,14,-14,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,134,134,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,99,99,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,18,18,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,22,-22,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,10,-10,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,147,-147,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,36,36,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,43,43,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,9,9,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,54,-54,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,233,233,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,56,-56,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,94,94,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,15,15,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,5,5,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,2,11,-22,0
Genial,757393,2023-09-21 0:00:00,V,Futuro,WINV23,-1,14,14,0
Genial,757393,2023-09-21 0:00:00,C,Futuro,WINV23,1,341,-341,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,155,-155,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,171,-171,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,1,17.88,-17.88,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,191,191,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,2,2.88,-5.76,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WDOV23,-1,7.88,7.88,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,188,188,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,121,121,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,1,12.88,-12.88,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,19,19,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,2,2.88,-5.76,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,171,-171,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,125,125,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,129,129,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,19,-19,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,1,2.12,-2.12,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,23,-23,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,158,-158,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,125,125,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,113,-113,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WDOV23,-2,22.88,45.76,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,70,-70,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,111,-111,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,2,27.88,-55.76,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WDOV23,-1,12.88,12.88,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,2,32.88,-65.76,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,20,20,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WDOV23,-2,2.12,4.24,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,184,-184,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,82,-82,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WDOV23,1,17.12,-17.12,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,155,155,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,117,-117,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,26,-26,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WDOV23,-2,27.88,55.76,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,96,96,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WDOV23,-1,12.12,12.12,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,15,15,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,79,79,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,86,86,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,87,-87,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,183,183,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,89,-89,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,75,75,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,133,-133,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,205,205,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,137,137,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,111,111,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,24,-24,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,91,91,0
Genial,770979,2023-09-22 0:00:00,V,Futuro,WINV23,-1,85,85,0
Genial,770979,2023-09-22 0:00:00,C,Futuro,WINV23,1,184,-184,0
